id,user_id,title,description,category,startPrice,terminate_in_s,status
cd79d1f7-af63-4096-a152-dc60b06e091f,00e303c0-00a5-495d-a72a-66168ddaef7d,"Mid-Century Modern Dining Chairs (Set of 4)","Set of 4 mid-century modern dining chairs. Stylish and comfortable.","FURNITURE",300,1642,"ON_GOING"
ee5a59ac-c250-4461-8110-f973125d4030,9a2d8b3b-db2a-4124-a64d-3d3d9286adc4,"King Size Platform Bed","Modern platform bed with a sleek design. King size and in excellent condition.","FURNITURE",500,772,"ON_GOING"
d8645cc0-35f6-48d6-9a5f-ad8a635019c3,ae8f905c-7acc-40ce-845a-4dad6b0e810b,"DJI Mavic Air 2 Drone","Compact and powerful drone with 4K camera. Perfect for aerial photography and videography.","OTHER",900,1087,"ON_GOING"
2598a994-cc1e-4296-a955-d6cb8ab2278a,1e317e5b-1afe-4c9f-be53-d71e01d8f742,"Bluetooth Noise-Canceling Headphones","High-quality wireless headphones with noise-canceling feature. Great for immersive audio experiences.","OTHER",100,259,"ON_GOING"
94f68d68-b0e2-455a-98a8-5b507830b708,a8ca28c3-1c92-4d8b-a1c8-1f94d29dbb33,"Complete Camping Gear Set","Comprehensive camping gear set with tent, sleeping bags, and cooking equipment. Ideal for outdoor adventures.","OTHER",250,947,"ON_GOING"
08d15823-8ddc-4cc1-bdab-741506bdd7de,876aa190-4d53-42d4-8095-56fc68a4cbcf,"Inflatable Kayak","Durable inflatable kayak for water enthusiasts. Compact and easy to transport.","OTHER",150,396,"FINISHED"
aeda3004-8f5e-4fb3-bd0a-d72ab3e94532,8d50eef8-10a0-4c1b-a196-16708383e4e2,"Canon EOS Rebel T7i DSLR Camera","Entry-level DSLR camera in excellent condition. Perfect for photography enthusiasts.","OTHER",500,1328,"ON_GOING"
48b7e44c-c199-492c-97c0-3dbf31bde2ae,160a62ee-7b16-46fa-80b5-857a670762a7,"Xiaomi Mi Electric Scooter","Foldable electric scooter with long battery life. Ideal for convenient urban commuting.","OTHER",300,1946,"FINISHED"
3b586184-ff75-40f2-9012-1e2bafa59242,876aa190-4d53-42d4-8095-56fc68a4cbcf,"2016 Toyota Camry SE Sedan","Well-maintained Camry with sporty design. Reliable and fuel-efficient.","VEHICLE",15000,1020,"ON_GOING"
ae58d02d-cff9-4452-8eb0-c812853907b7,7ac052d3-cd0b-4562-bba3-8c3805614431,"2020 Honda CR-V EX SUV","Modern CR-V with advanced safety features. Spacious interior and excellent fuel efficiency.","VEHICLE",28000,713,"ON_GOING"
233fae41-512d-47ac-b547-fb89e7c55c2a,3f37ff08-e969-4056-bf14-80634bee2f37,"Luxury Penthouse with City Views","Stunning penthouse with panoramic city views. Modern amenities and spacious layout.","REAL ESTATE",400000,789,"ON_GOING"
9aa25054-53d9-4ce9-bbcb-a3b01ad44626,cc4db92a-ed3c-4219-8804-e1ff9727d41f,"Quaint Countryside Cottage","Cozy 1-bedroom cottage in a peaceful rural setting. Perfect for a weekend getaway.","REAL ESTATE",80000,288,"ON_GOING"
e76c8d6a-da60-4c72-977f-c74a5b390017,f52cd549-e32a-4405-b3e0-83e33230eb6e,"Chicco Bravo LE Trio Travel System","Travel system with stroller, car seat, and base. Stylish and convenient for parents on the go.","BABY",200,1340,"FINISHED"
42b523c3-40de-44eb-9429-6432412849da,160a62ee-7b16-46fa-80b5-857a670762a7,"Graco Pack 'n Play Playard with Newborn Napper","Playard with additional newborn napper feature. Portable and easy to set up.","BABY",80,268,"ON_GOING"
fd2c6659-7a5c-46d2-b1b8-1f8208b00b4b,4aa768cc-77a5-4e24-bbec-e0e508460d45,"Original Acrylic Painting - Abstract Expressionism","Vibrant acrylic painting with abstract expressionist style. Adds energy to any space.","ART",300,1953,"ON_GOING"
56592e17-8139-4292-880d-c3450f88ec97,a8ca28c3-1c92-4d8b-a1c8-1f94d29dbb33,"Bronze Sculpture - Dancing Couple","Elegant bronze sculpture depicting a dancing couple. Perfect for art connoisseurs.","ART",500,1085,"ON_GOING"
3d5a6470-3049-4d33-a1a9-8f6e89101d71,a2cef975-e055-48e7-b465-87d99b87e89d,"Fender Stratocaster Electric Guitar","Iconic Fender Stratocaster in excellent condition. Versatile sound and classic design.","MUSIC",900,1276,"ON_GOING"
db4dd8b0-d4e6-4de6-9fa2-b4c07177490b,7c97bfbd-2ac9-4436-8a1b-c3d142ddab1b,"Yamaha YDP-144 Digital Piano","Digital piano with weighted keys and realistic piano sound. Ideal for practice and performance.","MUSIC",700,1431,"ON_GOING"
1228a4fb-c5cc-4c2c-9ec2-f5b7896c678f,97c1ffc5-4bc4-4744-a3b8-f37213f611f4,"Apple MacBook Air 13-inch (2020)","Thin and lightweight MacBook Air in excellent condition. Perfect for work or school.","DEVICE",800,1723,"FINISHED"
5f5bad7c-86d5-457c-9ab4-66dcedf53793,dc0c8605-4664-4785-813f-54c0d27a140c,"Samsung 55-inch QLED 4K Smart TV","QLED TV with 4K resolution and smart features. Excellent picture quality and vibrant colors.","DEVICE",1000,782,"ON_GOING"
3aa7fd43-8cfb-41b6-aab9-3dd381510e65,76483966-6466-4ad0-9ba9-25b0593a8dda,"John Deere Compact Utility Tractor","Compact utility tractor with loader and mower deck. Versatile for various farming tasks.","AGRICULTURE",18000,664,"ON_GOING"
e8e292f7-949e-4660-a6ea-346147a70c72,9a2d8b3b-db2a-4124-a64d-3d3d9286adc4,"Organic Herb Seed Collection","Collection of organic herb seeds for your garden. High-quality and non-GMO.","AGRICULTURE",10,722,"FINISHED"
0de58880-ed5b-4d55-a6ff-2e712d6d7e6b,876aa190-4d53-42d4-8095-56fc68a4cbcf,"Golden Retriever Puppies","Playful and adorable Golden Retriever puppies. AKC registered and raised in a loving environment.","ANIMALS",1200,105,"ON_GOING"
41b8bf02-3aab-4473-a49f-f732724863a7,002857de-04de-4498-b43f-32dc2af32374,"Arabian Horse Stallion","Magnificent Arabian horse stallion with excellent bloodlines. Trained for riding and breeding.","ANIMALS",8000,672,"ON_GOING"
301e7844-9bc0-4c7d-aede-b4c2c1531eda,6034b6b6-0222-4e8c-a236-2a6e5ca84a8e,"Peloton Bike+","Top-of-the-line Peloton bike with a large rotating screen. Live and on-demand classes for an immersive workout experience.","SPORT",2000,639,"ON_GOING"
89c63af3-4613-4230-a2ff-3df66796669f,8f8a2ffb-3f5c-4e13-b774-a66cd3affaa7,"Wilson Blade 98 Tennis Racket","Professional-grade tennis racket with control-oriented features. Ideal for advanced players.","SPORT",150,1390,"ON_GOING"
45be13af-ed6a-4af0-81ad-9805b41c2959,c396a93c-e78b-48a8-8e21-8c59dafd0aa4,"Leather Tote Bag","Stylish leather tote bag in excellent condition. Spacious and perfect for everyday use.","FASHION",80,93,"ON_GOING"
76aef4f6-ed03-44ea-9438-4afefab18bcc,cfc12ee8-af94-4424-b177-ecf54080abfa,"Omega Seamaster Diver 300M Watch","Classic Omega Seamaster Diver watch. Stainless steel, automatic movement. Timeless and reliable.","FASHION",4000,518,"ON_GOING"
ca1c0f7b-2f59-4f71-b6e0-b56a30dcaf56,002857de-04de-4498-b43f-32dc2af32374,"Vintage Teak Sideboard","Mid-century modern teak sideboard with ample storage. Stylish and in excellent condition.","FURNITURE",600,1830,"ON_GOING"
8e1a4a3c-4989-46c5-a91e-95843bfe631f,1ca86d2b-7eff-4184-b2b0-46f636613639,"Queen Size Memory Foam Mattress","Comfortable memory foam mattress with cooling technology. Excellent condition and perfect for a good night's sleep.","FURNITURE",300,1979,"FINISHED"
27ef48f0-8617-4020-b610-6a7dbee4c23b,6034b6b6-0222-4e8c-a236-2a6e5ca84a8e,"DJI Mini SE Drone","Compact and affordable drone with HD camera. Perfect for beginners and aerial photography.","OTHER",300,1196,"ON_GOING"
e5859c88-4d34-4d51-9fb3-d45e07c4293a,a1c4330a-5f59-4271-ba4f-07b23f05b7e7,"Wireless Bluetooth Earbuds","Wireless earbuds with Bluetooth connectivity and noise-canceling feature. Great for on-the-go listening.","OTHER",50,1556,"FINISHED"
c6b8040d-588c-4dad-abe5-d390bc8aa571,a1c4330a-5f59-4271-ba4f-07b23f05b7e7,"Camping Tent - 4 Person","Spacious 4-person tent with easy setup. Ideal for camping trips and outdoor adventures.","OTHER",80,1962,"ON_GOING"
00f125a3-6728-496f-8666-e531c60b367b,0074d48d-6a07-4060-b981-4b7cef5a35aa,"Inflatable Stand-Up Paddleboard","Durable inflatable paddleboard with accessories. Perfect for water enthusiasts.","OTHER",200,827,"FINISHED"
2d8de535-b17b-4240-bec2-df08ba369ba9,c396a93c-e78b-48a8-8e21-8c59dafd0aa4,"Canon EOS 90D DSLR Camera","Advanced DSLR camera with high-resolution sensor. Perfect for photography enthusiasts.","OTHER",1200,104,"ON_GOING"
fe20e6f7-bf93-4ab2-8813-d4e1aa6c8a48,e84d89b1-4557-4a72-aaf7-90edea52a192,"Segway Ninebot Electric Scooter","Electric scooter with a long-range and folding design. Ideal for commuting and recreational rides.","OTHER",400,182,"ON_GOING"
35f1d5c7-6437-46f4-b824-2965cff3d51e,ae0dc866-b246-40b1-bef0-62bef6a65bde,"2022 Toyota Prius Hybrid","Latest model Prius with hybrid technology. Fuel-efficient and equipped with modern features.","VEHICLE",30000,865,"FINISHED"
bada24f7-c976-4357-bc12-7876bdbadd95,6034b6b6-0222-4e8c-a236-2a6e5ca84a8e,"2018 BMW X5 xDrive35i SUV","Luxurious BMW X5 with all-wheel drive. Spacious and loaded with premium features.","VEHICLE",35000,348,"ON_GOING"
d22033b8-f370-4cb6-87c8-2dc04a2c9c9b,8f8a2ffb-3f5c-4e13-b774-a66cd3affaa7,"Urban Loft Apartment","Modern loft apartment in an urban setting. Open layout and close to city amenities.","REAL ESTATE",250000,512,"ON_GOING"
6226c434-d9ab-41db-92cc-f7b6ee009f29,6c34243c-8729-4179-ae6e-0a4ec24fb5d1,"Rural Farmhouse with Barn","Charming farmhouse with a barn on a picturesque property. Perfect for country living.","REAL ESTATE",150000,1718,"ON_GOING"
9eaf6198-5d24-4587-9f5a-c81bb5aeb848,81149fd5-e526-42b5-9dcd-f2cd3239b230,"Chicco KeyFit 30 Zip Infant Car Seat","Infant car seat with zip-off canopy for easy cleaning. Safe and comfortable for your little one.","BABY",100,1735,"ON_GOING"
17028c2a-db6e-4b8d-bf45-daf90ab50456,8f8a2ffb-3f5c-4e13-b774-a66cd3affaa7,"Uppababy Vista Stroller","Versatile stroller with multiple configurations. Stylish and suitable for various terrains.","BABY",400,1403,"ON_GOING"
591aec67-fab7-42c0-9634-e48afc7f56f2,6c34243c-8729-4179-ae6e-0a4ec24fb5d1,"Contemporary Oil Painting - Portrait","Unique oil painting portraying a contemporary portrait. Adds character to any room.","ART",250,805,"FINISHED"
aceea008-a2a0-49d4-aba8-65ec203393bb,81149fd5-e526-42b5-9dcd-f2cd3239b230,"Sculpture - Ceramic Abstract Art","Ceramic sculpture with abstract design. Handcrafted and a distinctive addition to your art collection.","ART",120,1632,"ON_GOING"
61e7bbc6-3d7e-45f7-b243-589859173741,c0a85f5d-3795-4edd-af1a-c61e45483693,"Gibson SG Standard Electric Guitar","Classic Gibson SG electric guitar with a heritage cherry finish. Excellent sound and playability.","MUSIC",1100,1172,"ON_GOING"
758d503a-c6d8-445a-84fc-0da4e2fd7351,00e303c0-00a5-495d-a72a-66168ddaef7d,"Korg Minilogue XD Polyphonic Synthesizer","Polyphonic synthesizer with customizable parameters. Ideal for music production and live performance.","MUSIC",600,1651,"FINISHED"
2bb34393-2329-48ec-9df8-9899268fd9dd,9a2d8b3b-db2a-4124-a64d-3d3d9286adc4,"Microsoft Surface Pro 7","Versatile 2-in-1 laptop and tablet. Lightweight and powerful for work and creative tasks.","DEVICE",900,823,"ON_GOING"
3e199f68-a4c1-4c55-a921-e3faba74ab5e,ae8f905c-7acc-40ce-845a-4dad6b0e810b,"LG 65-inch OLED 4K Smart TV","OLED TV with stunning 4K resolution. Smart features and cinematic viewing experience.","DEVICE",1500,1292,"ON_GOING"
34758213-f3b5-4c06-a539-54678c9e22f8,1e317e5b-1afe-4c9f-be53-d71e01d8f742,"Kubota BX Series Compact Tractor","Compact tractor with loader and backhoe attachments. Powerful and versatile for various tasks.","AGRICULTURE",20000,1707,"ON_GOING"
18fc9a78-0d91-427f-8616-871c811f4fb9,8d50eef8-10a0-4c1b-a196-16708383e4e2,"Organic Fruit Tree Saplings","Healthy saplings of various organic fruit trees. Ready for planting in your orchard.","AGRICULTURE",15,163,"ON_GOING"
